
1630098219.596681,3462,{'stage': 'tutorial', 'action': 'opened-tutorial', 'worker-id': '3462'}
1630098255.738828,3462,{'stage': 'tutorial', 'action': 'Consented to study', 'worker-id': '3462'}
1630098261.795296,3462,{'stage': 'tutorial', 'action': 'DID NOT consent to study', 'worker-id': '3462'}
1630100896.472558,3462,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.8171428571428572,0.83]', 'worker-id': '3462', 'stage': 2}
1630100897.499444,3462,{'stage': 2, 'action': 'distance-checkup', 'object': 'distance-traveled:146.00000000000003,253.01000000000008,340.50500000000005,0,204.00999999999996,0,0,0', 'worker-id': '3462'}
1630100902.502332,3462,{'stage': 2, 'action': 'distance-checkup', 'object': 'distance-traveled:171.00000000000003,253.01000000000008,340.50500000000005,0,204.00999999999996,0,0,0', 'worker-id': '3462'}
1630100904.156806,3462,{'stage': 2, 'action': 'robot UGV1 idle', 'worker-id': '3462'}
1630100907.502233,3462,{'action': 'select-vehicle', 'target': 'UGV2', 'worker-id': '3462', 'stage': 2}
1630100907.503845,3462,{'stage': 2, 'action': 'distance-checkup', 'object': 'distance-traveled:178.50000000000003,253.01000000000008,340.50500000000005,0,204.00999999999996,0,0,0', 'worker-id': '3462'}
1630100908.341635,3462,{'action': 'add-valid-waypoint', 'target': 'UGV2', 'location': '[0.8228571428571428,0.6271428571428571]', 'worker-id': '3462', 'stage': 2}
1630100910.437738,3462,{'action': 'deselect-vehicle', 'target': 'UGV2', 'worker-id': '3462', 'stage': 2}
1630100910.754498,3462,{'action': 'select-vehicle', 'target': 'UGV3', 'worker-id': '3462', 'stage': 2}
1630100912.543092,3462,{'stage': 2, 'action': 'distance-checkup', 'object': 'distance-traveled:178.50000000000003,274.0200000000001,340.50500000000005,0,204.00999999999996,0,0,0', 'worker-id': '3462'}
1630100913.358353,3462,{'action': 'add-invalid-waypoint', 'target': 'UGV3', 'location': '[0.83,0.4442857142857143]', 'worker-id': '3462', 'stage': 2}
1630100915.233596,3462,{'action': 'select-vehicle', 'target': 'UGV3', 'worker-id': '3462', 'stage': 2}
1630100917.526012,3462,{'stage': 2, 'action': 'robot UGV2 idle', 'worker-id': '3462'}
1630100917.56042,3462,{'stage': 2, 'action': 'distance-checkup', 'object': 'distance-traveled:178.50000000000003,299.0200000000001,340.50500000000005,0,204.00999999999996,0,0,0', 'worker-id': '3462'}
1630100918.324756,3462,{'action': 'select-vehicle', 'target': 'UGV3', 'worker-id': '3462', 'stage': 2}
1630100919.302544,3462,{'action': 'add-valid-waypoint', 'target': 'UGV3', 'location': '[0.8314285714285714,0.4828571428571429]', 'worker-id': '3462', 'stage': 2}
1630100922.556843,3462,{'stage': 2, 'action': 'distance-checkup', 'object': 'distance-traveled:178.50000000000003,299.0200000000001,357.00500000000005,0,204.00999999999996,0,0,0', 'worker-id': '3462'}
1630100925.578868,3462,{'action': 'add-valid-waypoint', 'target': 'UGV3', 'location': '[0.8314285714285714,0.4157142857142857]', 'worker-id': '3462', 'stage': 2}
1630100927.764463,3462,{'stage': 2, 'action': 'distance-checkup', 'object': 'distance-traveled:178.50000000000003,299.0200000000001,382.00000000000006,0,204.00999999999996,0,0,0', 'worker-id': '3462'}
1630100929.275286,3462,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': '3462', 'stage': 2}
1630100931.532299,3462,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.6071428571428571,0.4057142857142857]', 'worker-id': '3462', 'stage': 2}
1630100932.568304,3462,{'stage': 2, 'action': 'distance-checkup', 'object': 'distance-traveled:178.50000000000003,299.0200000000001,407.01000000000005,0,215.03999999999996,0,0,0', 'worker-id': '3462'}
1630100932.994137,3462,{'stage': 2, 'action': 'cache connected count', 'object': 2, 'worker-id': '3462'}
1630100934.404446,3462,{'action': 'select-vehicle', 'target': 'UGV3', 'worker-id': '3462', 'stage': 2}
1630100936.752871,3462,{'action': 'add-valid-waypoint', 'target': 'UGV3', 'location': '[0.7828571428571428,0.39285714285714285]', 'worker-id': '3462', 'stage': 2}
1630100937.581395,3462,{'stage': 2, 'action': 'distance-checkup', 'object': 'distance-traveled:178.50000000000003,299.0200000000001,431.99500000000006,0,265.01,0,0,0', 'worker-id': '3462'}
1630100942.489422,3462,{'stage': 2, 'action': 'distance-checkup', 'object': 'distance-traveled:178.50000000000003,299.0200000000001,457.00000000000006,0,315.02,0,0,0', 'worker-id': '3462'}
1630100947.509061,3462,{'stage': 2, 'action': 'distance-checkup', 'object': 'distance-traveled:178.50000000000003,299.0200000000001,482.00000000000006,0,365.02000000000004,0,0,0', 'worker-id': '3462'}
1630100950.484809,3462,{'stage': 2, 'action': 'robot UGV3 idle', 'worker-id': '3462'}
1630100952.098755,3462,{'action': 'select-vehicle', 'target': 'UGV4', 'worker-id': '3462', 'stage': 2}
1630100952.504359,3462,{'stage': 2, 'action': 'distance-checkup', 'object': 'distance-traveled:178.50000000000003,299.0200000000001,497.00000000000006,0,415.03000000000003,0,0,0', 'worker-id': '3462'}
1630100954.733687,3462,{'stage': 2, 'action': 'cache connected count', 'object': 3, 'worker-id': '3462'}
1630100955.386016,3462,{'stage': 2, 'action': 'robot UAV1 idle', 'worker-id': '3462'}
1630100957.652296,3462,{'stage': 2, 'action': 'distance-checkup', 'object': 'distance-traveled:178.50000000000003,299.0200000000001,497.00000000000006,0,444,0,0,0', 'worker-id': '3462'}
1630100958.68173,3462,{'action': 'add-valid-waypoint', 'target': 'UGV4', 'location': '[0.5185714285714286,0.7485714285714286]', 'worker-id': '3462', 'stage': 2}
1630100962.543737,3462,{'stage': 2, 'action': 'distance-checkup', 'object': 'distance-traveled:178.50000000000003,299.0200000000001,497.00000000000006,20,444,0,0,0', 'worker-id': '3462'}
1630100965.261477,3462,{'action': 'select-vehicle', 'target': 'UGV2', 'worker-id': '3462', 'stage': 2}
1630100967.558653,3462,{'stage': 2, 'action': 'distance-checkup', 'object': 'distance-traveled:178.50000000000003,299.0200000000001,497.00000000000006,45.00000000000002,444,0,0,0', 'worker-id': '3462'}
1630100970.377591,3462,{'action': 'add-valid-waypoint', 'target': 'UGV2', 'location': '[0.5757142857142857,0.5628571428571428]', 'worker-id': '3462', 'stage': 2}
1630100972.489881,3462,{'stage': 2, 'action': 'distance-checkup', 'object': 'distance-traveled:178.50000000000003,310.0200000000001,497.00000000000006,70,444,0,0,0', 'worker-id': '3462'}
1630100977.585833,3462,{'stage': 2, 'action': 'distance-checkup', 'object': 'distance-traveled:178.50000000000003,335.0200000000001,497.00000000000006,94.99999999999997,444,0,0,0', 'worker-id': '3462'}
1630100982.493925,3462,{'stage': 2, 'action': 'distance-checkup', 'object': 'distance-traveled:178.50000000000003,360.0200000000001,497.00000000000006,119.99999999999996,444,0,0,0', 'worker-id': '3462'}
1630100983.64372,3462,{'action': 'remove-waypoint', 'target': 'UGV2', 'worker-id': '3462', 'stage': 2}
1630100987.494989,3462,{'stage': 2, 'action': 'distance-checkup', 'object': 'distance-traveled:178.50000000000003,365.0200000000001,497.00000000000006,145.00499999999994,444,0,0,0', 'worker-id': '3462'}
1630100992.625614,3462,{'stage': 2, 'action': 'distance-checkup', 'object': 'distance-traveled:178.50000000000003,365.0200000000001,497.00000000000006,170.0099999999999,444,0,0,0', 'worker-id': '3462'}
1630100992.987906,3462,{'stage': 2, 'action': 'robot UGV4 idle', 'worker-id': '3462'}
1630100996.283811,3462,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': '3462', 'stage': 2}
1630100997.120456,3462,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.5285714285714286,0.42]', 'worker-id': '3462', 'stage': 2}
1630100997.489272,3462,{'stage': 2, 'action': 'distance-checkup', 'object': 'distance-traveled:178.50000000000003,365.0200000000001,497.00000000000006,172.5049999999999,449,0,0,0', 'worker-id': '3462'}
1630101000.250471,3462,{'action': 'remove-waypoint', 'target': 'UAV1', 'worker-id': '3462', 'stage': 2}
1630101002.038522,3462,{'action': 'select-vehicle', 'target': 'UGV2', 'worker-id': '3462', 'stage': 2}
1630101002.491791,3462,{'stage': 2, 'action': 'distance-checkup', 'object': 'distance-traveled:178.50000000000003,365.0200000000001,497.00000000000006,172.5049999999999,475.9800000000001,0,0,0', 'worker-id': '3462'}
1630101005.375166,3462,{'action': 'add-valid-waypoint', 'target': 'UGV2', 'location': '[0.65,0.6114285714285714]', 'worker-id': '3462', 'stage': 2}
1630101007.875511,3462,{'stage': 2, 'action': 'distance-checkup', 'object': 'distance-traveled:178.50000000000003,376.0200000000001,497.00000000000006,172.5049999999999,475.9800000000001,0,0,0', 'worker-id': '3462'}
1630101012.696592,3462,{'stage': 2, 'action': 'distance-checkup', 'object': 'distance-traveled:178.50000000000003,401.0150000000001,497.00000000000006,172.5049999999999,475.9800000000001,0,0,0', 'worker-id': '3462'}
1630101015.783234,3462,{'stage': 2, 'action': 'robot UGV2 idle', 'worker-id': '3462'}
1630101017.538817,3462,{'stage': 2, 'action': 'distance-checkup', 'object': 'distance-traveled:178.50000000000003,417.5200000000001,497.00000000000006,172.5049999999999,475.9800000000001,0,0,0', 'worker-id': '3462'}
1630101021.667495,3462,{'action': 'select-vehicle', 'target': 'UGV4', 'worker-id': '3462', 'stage': 2}
1630101022.500573,3462,{'stage': 2, 'action': 'distance-checkup', 'object': 'distance-traveled:178.50000000000003,417.5200000000001,497.00000000000006,172.5049999999999,475.9800000000001,0,0,0', 'worker-id': '3462'}
1630101025.739579,3462,{'action': 'select-vehicle', 'target': 'UAV2', 'worker-id': '3462', 'stage': 2}
1630101027.132725,3462,{'action': 'add-valid-waypoint', 'target': 'UAV2', 'location': '[0.3585714285714286,0.6514285714285715]', 'worker-id': '3462', 'stage': 2}
1630101027.492483,3462,{'stage': 2, 'action': 'distance-checkup', 'object': 'distance-traveled:178.50000000000003,417.5200000000001,497.00000000000006,172.5049999999999,475.9800000000001,4.01,0,0', 'worker-id': '3462'}
1630101032.525224,3462,{'stage': 2, 'action': 'distance-checkup', 'object': 'distance-traveled:178.50000000000003,417.5200000000001,497.00000000000006,172.5049999999999,475.9800000000001,54.00999999999999,0,0', 'worker-id': '3462'}
1630101037.503754,3462,{'stage': 2, 'action': 'distance-checkup', 'object': 'distance-traveled:178.50000000000003,417.5200000000001,497.00000000000006,172.5049999999999,475.9800000000001,103.99999999999999,0,0', 'worker-id': '3462'}
1630101042.552063,3462,{'stage': 2, 'action': 'distance-checkup', 'object': 'distance-traveled:178.50000000000003,417.5200000000001,497.00000000000006,172.5049999999999,475.9800000000001,154.00999999999996,0,0', 'worker-id': '3462'}
1630101047.56591,3462,{'stage': 2, 'action': 'distance-checkup', 'object': 'distance-traveled:178.50000000000003,417.5200000000001,497.00000000000006,172.5049999999999,475.9800000000001,203.9899999999999,0,0', 'worker-id': '3462'}
1630101050.494241,3462,{'action': 'select-vehicle', 'target': 'UGV4', 'worker-id': '3462', 'stage': 2}
1630101051.753887,3462,{'stage': 2, 'action': 'robot UAV2 idle', 'worker-id': '3462'}
1630101052.494894,3462,{'stage': 2, 'action': 'distance-checkup', 'object': 'distance-traveled:178.50000000000003,417.5200000000001,497.00000000000006,172.5049999999999,475.9800000000001,245.98999999999987,0,0', 'worker-id': '3462'}
1630101053.013888,3462,{'action': 'add-valid-waypoint', 'target': 'UGV4', 'location': '[0.4785714285714286,0.6928571428571428]', 'worker-id': '3462', 'stage': 2}
1630101056.688181,3462,{'action': 'remove-waypoint', 'target': 'UGV4', 'worker-id': '3462', 'stage': 2}
1630101057.490923,3462,{'stage': 2, 'action': 'distance-checkup', 'object': 'distance-traveled:178.50000000000003,417.5200000000001,497.00000000000006,190.5049999999999,475.9800000000001,245.98999999999987,0,0', 'worker-id': '3462'}
1630101059.896903,3462,{'action': 'select-vehicle', 'target': 'UGV2', 'worker-id': '3462', 'stage': 2}
1630101062.486385,3462,{'stage': 2, 'action': 'distance-checkup', 'object': 'distance-traveled:178.50000000000003,417.5200000000001,497.00000000000006,190.5049999999999,475.9800000000001,245.98999999999987,0,0', 'worker-id': '3462'}
1630101067.515305,3462,{'stage': 2, 'action': 'distance-checkup', 'object': 'distance-traveled:178.50000000000003,417.5200000000001,497.00000000000006,190.5049999999999,475.9800000000001,245.98999999999987,0,0', 'worker-id': '3462'}
1630101072.529261,3462,{'stage': 2, 'action': 'distance-checkup', 'object': 'distance-traveled:178.50000000000003,417.5200000000001,497.00000000000006,190.5049999999999,475.9800000000001,245.98999999999987,0,0', 'worker-id': '3462'}
1630101077.487813,3462,{'stage': 2, 'action': 'distance-checkup', 'object': 'distance-traveled:178.50000000000003,417.5200000000001,497.00000000000006,190.5049999999999,475.9800000000001,245.98999999999987,0,0', 'worker-id': '3462'}
1630101080.683361,3462,{'action': 'select-vehicle', 'target': 'UGV2', 'worker-id': '3462', 'stage': 2}
1630101081.585081,3462,{'action': 'select-vehicle', 'target': 'UGV2', 'worker-id': '3462', 'stage': 2}
1630101082.22055,3462,{'action': 'select-vehicle', 'target': 'UGV2', 'worker-id': '3462', 'stage': 2}
1630101082.48869,3462,{'stage': 2, 'action': 'distance-checkup', 'object': 'distance-traveled:178.50000000000003,417.5200000000001,497.00000000000006,190.5049999999999,475.9800000000001,245.98999999999987,0,0', 'worker-id': '3462'}
1630101083.706219,3462,{'action': 'add-valid-waypoint', 'target': 'UGV2', 'location': '[0.4957142857142857,0.5742857142857143]', 'worker-id': '3462', 'stage': 2}
1630101087.570067,3462,{'stage': 2, 'action': 'distance-checkup', 'object': 'distance-traveled:178.50000000000003,437.0250000000001,497.00000000000006,190.5049999999999,475.9800000000001,245.98999999999987,0,0', 'worker-id': '3462'}
1630101092.28793,3462,{'action': 'remove-waypoint', 'target': 'UGV2', 'worker-id': '3462', 'stage': 2}
1630101092.490325,3462,{'stage': 2, 'action': 'distance-checkup', 'object': 'distance-traveled:178.50000000000003,460.5250000000001,497.00000000000006,190.5049999999999,475.9800000000001,245.98999999999987,0,0', 'worker-id': '3462'}
1630101097.493896,3462,{'stage': 2, 'action': 'distance-checkup', 'object': 'distance-traveled:178.50000000000003,460.5250000000001,497.00000000000006,190.5049999999999,475.9800000000001,245.98999999999987,0,0', 'worker-id': '3462'}
1630101098.809024,3462,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': '3462', 'stage': 2}
1630101100.42149,3462,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.4085714285714286,0.4142857142857143]', 'worker-id': '3462', 'stage': 2}
1630101102.611978,3462,{'stage': 2, 'action': 'distance-checkup', 'object': 'distance-traveled:178.50000000000003,460.5250000000001,497.00000000000006,190.5049999999999,497.9800000000001,245.98999999999987,0,0', 'worker-id': '3462'}
1630101104.157434,3462,{'action': 'remove-waypoint', 'target': 'UAV1', 'worker-id': '3462', 'stage': 2}
1630101106.54195,3462,{'action': 'select-vehicle', 'target': 'UAV2', 'worker-id': '3462', 'stage': 2}
1630101107.524124,3462,{'stage': 2, 'action': 'distance-checkup', 'object': 'distance-traveled:178.50000000000003,460.5250000000001,497.00000000000006,190.5049999999999,513.98,245.98999999999987,0,0', 'worker-id': '3462'}
1630101111.490396,3462,{'action': 'select-vehicle', 'target': 'UGV4', 'worker-id': '3462', 'stage': 2}
1630101112.537833,3462,{'stage': 2, 'action': 'distance-checkup', 'object': 'distance-traveled:178.50000000000003,460.5250000000001,497.00000000000006,190.5049999999999,513.98,245.98999999999987,0,0', 'worker-id': '3462'}
1630101113.324268,3462,{'action': 'add-valid-waypoint', 'target': 'UGV4', 'location': '[0.4014285714285714,0.7285714285714285]', 'worker-id': '3462', 'stage': 2}
1630101116.831656,3462,{'action': 'remove-waypoint', 'target': 'UGV4', 'worker-id': '3462', 'stage': 2}
1630101117.527051,3462,{'stage': 2, 'action': 'distance-checkup', 'object': 'distance-traveled:178.50000000000003,460.5250000000001,497.00000000000006,207.99499999999992,513.98,245.98999999999987,0,0', 'worker-id': '3462'}
1630101118.748539,3462,{'action': 'select-vehicle', 'target': 'UGV4', 'worker-id': '3462', 'stage': 2}
1630101120.587114,3462,{'action': 'add-valid-waypoint', 'target': 'UGV4', 'location': '[0.42142857142857143,0.7371428571428571]', 'worker-id': '3462', 'stage': 2}
1630101122.665502,3462,{'action': 'remove-waypoint', 'target': 'UGV4', 'worker-id': '3462', 'stage': 2}
1630101122.666405,3462,{'stage': 2, 'action': 'distance-checkup', 'object': 'distance-traveled:178.50000000000003,460.5250000000001,497.00000000000006,217.99499999999992,513.98,245.98999999999987,0,0', 'worker-id': '3462'}
1630101122.702677,3462,{'action': 'deselect-vehicle', 'target': 'UGV4', 'worker-id': '3462', 'stage': 2}
1630101123.966981,3462,{'action': 'select-vehicle', 'target': 'UAV3', 'worker-id': '3462', 'stage': 2}
1630101126.112663,3462,{'action': 'add-valid-waypoint', 'target': 'UAV3', 'location': '[0.2342857142857143,0.7771428571428571]', 'worker-id': '3462', 'stage': 2}
1630101127.506132,3462,{'stage': 2, 'action': 'distance-checkup', 'object': 'distance-traveled:178.50000000000003,460.5250000000001,497.00000000000006,217.99499999999992,513.98,245.98999999999987,15.01,0', 'worker-id': '3462'}
1630101132.589768,3462,{'stage': 2, 'action': 'distance-checkup', 'object': 'distance-traveled:178.50000000000003,460.5250000000001,497.00000000000006,217.99499999999992,513.98,245.98999999999987,65.00999999999999,0', 'worker-id': '3462'}
1630101135.51264,3462,{'action': 'select-vehicle', 'target': 'UAV2', 'worker-id': '3462', 'stage': 2}
1630101136.974027,3462,{'action': 'add-valid-waypoint', 'target': 'UAV2', 'location': '[0.28285714285714286,0.5014285714285714]', 'worker-id': '3462', 'stage': 2}
1630101137.486685,3462,{'stage': 2, 'action': 'distance-checkup', 'object': 'distance-traveled:178.50000000000003,460.5250000000001,497.00000000000006,217.99499999999992,513.98,251.98999999999987,115.02000000000004,0', 'worker-id': '3462'}
1630101142.512751,3462,{'stage': 2, 'action': 'distance-checkup', 'object': 'distance-traveled:178.50000000000003,460.5250000000001,497.00000000000006,217.99499999999992,513.98,301.9899999999999,165.01999999999998,0', 'worker-id': '3462'}
1630101144.808054,3462,{'action': 'remove-waypoint', 'target': 'UAV2', 'worker-id': '3462', 'stage': 2}
1630101147.524637,3462,{'stage': 2, 'action': 'distance-checkup', 'object': 'distance-traveled:178.50000000000003,460.5250000000001,497.00000000000006,217.99499999999992,513.98,323.9799999999999,215.01999999999995,0', 'worker-id': '3462'}
1630101149.821805,3462,{'stage': 2, 'action': 'robot UAV3 idle', 'worker-id': '3462'}
1630101151.170156,3462,{'action': 'select-vehicle', 'target': 'UAV4', 'worker-id': '3462', 'stage': 2}
1630101152.489356,3462,{'stage': 2, 'action': 'distance-checkup', 'object': 'distance-traveled:178.50000000000003,460.5250000000001,497.00000000000006,217.99499999999992,513.98,323.9799999999999,238.01999999999998,0', 'worker-id': '3462'}
